order_id,product_id,user_id,order_date,quantity,payment_amount,refund_flag,channel
O000458,P1005,U001965,2026-03-12,1,126.42,0,direct
O000459,P1005,U002580,2026-03-12,1,129.00,0,search
O000460,P1001,U000461,2026-03-13,2,798.00,0,recommendation
O000461,P1001,U000865,2026-03-13,1,379.05,0,recommendation
O000462,P1001,U000616,2026-03-13,2,758.10,0,search
O000463,P1001,U001832,2026-03-13,1,391.02,0,campaign
O000464,P1001,U001365,2026-03-13,1,399.00,0,search
O000465,P1001,U000652,2026-03-13,1,379.05,0,direct
O000466,P1001,U000243,2026-03-13,1,399.00,0,recommendation
O000467,P1001,U001403,2026-03-13,2,758.10,0,campaign
O000468,P1001,U001530,2026-03-13,1,399.00,0,search
O000469,P1001,U002047,2026-03-13,1,379.05,0,campaign
O000470,P1001,U002478,2026-03-13,2,758.10,0,search
O000471,P1001,U001091,2026-03-13,1,391.02,0,recommendation
O000472,P1001,U002522,2026-03-13,1,399.00,0,direct
O000473,P1001,U002207,2026-03-13,1,379.05,0,search
O000474,P1001,U000387,2026-03-13,1,391.02,0,direct
O000475,P1002,U002486,2026-03-13,1,799.00,0,direct
O000476,P1002,U000607,2026-03-13,2,1518.10,0,recommendation
O000477,P1002,U000177,2026-03-13,1,719.10,0,recommendation
O000478,P1002,U001432,2026-03-13,1,783.02,0,recommendation
O000479,P1002,U000496,2026-03-13,1,759.05,0,direct
O000480,P1002,U002306,2026-03-13,1,783.02,0,campaign
O000481,P1002,U002470,2026-03-13,1,783.02,0,recommendation
O000482,P1003,U001122,2026-03-13,2,826.20,0,search
O000483,P1003,U001019,2026-03-13,1,449.82,0,recommendation
O000484,P1003,U001342,2026-03-13,1,449.82,0,search
O000485,P1003,U000083,2026-03-13,1,449.82,0,recommendation
O000486,P1003,U001432,2026-03-13,1,449.82,0,campaign
O000487,P1003,U000040,2026-03-13,1,436.05,0,direct
O000488,P1003,U002444,2026-03-13,2,918.00,0,search
O000489,P1004,U002500,2026-03-13,1,263.62,0,campaign
O000490,P1004,U002473,2026-03-13,1,263.62,0,recommendation
O000491,P1004,U001217,2026-03-13,1,269.00,0,search
O000492,P1004,U000711,2026-03-13,1,263.62,0,search
O000493,P1004,U000158,2026-03-13,1,269.00,0,direct
O000494,P1005,U000492,2026-03-13,1,129.00,0,search
O000495,P1005,U000368,2026-03-13,1,129.00,0,recommendation
O000496,P1005,U001978,2026-03-13,1,126.42,0,search
O000497,P1005,U000630,2026-03-13,1,116.10,0,campaign
O000498,P1005,U001477,2026-03-13,1,116.10,0,campaign
O000499,P1005,U001392,2026-03-13,1,129.00,0,campaign
O000500,P1005,U001112,2026-03-13,1,126.42,0,search
O000501,P1001,U001977,2026-03-14,1,399.00,1,search
O000502,P1001,U001941,2026-03-14,1,391.02,0,direct
O000503,P1001,U001074,2026-03-14,2,782.04,0,campaign
O000504,P1001,U000749,2026-03-14,2,758.10,0,recommendation
O000505,P1001,U002504,2026-03-14,1,391.02,0,search
O000506,P1001,U002249,2026-03-14,1,391.02,0,search
O000507,P1001,U000957,2026-03-14,2,782.04,0,search
O000508,P1001,U001553,2026-03-14,1,379.05,0,campaign
O000509,P1001,U000754,2026-03-14,1,379.05,1,recommendation
O000510,P1001,U000228,2026-03-14,1,379.05,0,search
O000511,P1001,U000448,2026-03-14,1,391.02,0,recommendation
O000512,P1001,U002577,2026-03-14,1,391.02,0,search
O000513,P1001,U001328,2026-03-14,2,782.04,0,recommendation
O000514,P1001,U001308,2026-03-14,1,399.00,0,recommendation
O000515,P1001,U002193,2026-03-14,1,399.00,0,campaign
O000516,P1001,U002027,2026-03-14,1,399.00,0,search
O000517,P1002,U000441,2026-03-14,1,783.02,0,recommendation
O000518,P1002,U002022,2026-03-14,2,1566.04,0,direct
O000519,P1002,U000585,2026-03-14,1,719.10,0,campaign
O000520,P1002,U001729,2026-03-14,1,783.02,0,recommendation
O000521,P1002,U001644,2026-03-14,1,719.10,1,campaign
O000522,P1002,U001901,2026-03-14,1,799.00,0,recommendation
O000523,P1002,U001464,2026-03-14,1,783.02,0,recommendation
O000524,P1002,U002594,2026-03-14,1,719.10,0,search
O000525,P1003,U001457,2026-03-14,1,449.82,0,search
O000526,P1003,U001233,2026-03-14,1,436.05,0,search
O000527,P1003,U000903,2026-03-14,1,459.00,0,campaign
O000528,P1003,U002163,2026-03-14,1,413.10,0,recommendation
O000529,P1003,U000371,2026-03-14,1,413.10,0,search
O000530,P1003,U000304,2026-03-14,1,459.00,0,recommendation
O000531,P1003,U001932,2026-03-14,1,436.05,0,recommendation
O000532,P1004,U001750,2026-03-14,1,269.00,0,search
O000533,P1004,U001963,2026-03-14,1,263.62,1,search
O000534,P1004,U000307,2026-03-14,2,538.00,0,search
O000535,P1004,U000597,2026-03-14,1,269.00,0,direct
O000536,P1005,U001994,2026-03-14,1,116.10,0,recommendation
O000537,P1005,U002014,2026-03-14,1,129.00,0,campaign
O000538,P1005,U001566,2026-03-14,1,116.10,0,campaign
O000539,P1005,U000632,2026-03-14,1,126.42,0,direct
O000540,P1005,U001140,2026-03-14,1,122.55,0,direct
O000541,P1001,U001351,2026-03-15,1,379.05,0,recommendation
O000542,P1001,U002301,2026-03-15,1,379.05,0,recommendation
O000543,P1001,U002043,2026-03-15,1,399.00,0,search
O000544,P1001,U002042,2026-03-15,1,391.02,0,recommendation
O000545,P1001,U001196,2026-03-15,1,391.02,0,search
O000546,P1001,U002554,2026-03-15,1,391.02,0,search
O000547,P1001,U001630,2026-03-15,1,399.00,0,search
O000548,P1001,U001464,2026-03-15,1,379.05,0,recommendation
O000549,P1001,U001200,2026-03-15,1,379.05,0,campaign
O000550,P1001,U000829,2026-03-15,1,379.05,0,recommendation
O000551,P1001,U000474,2026-03-15,1,379.05,0,direct
O000552,P1001,U000767,2026-03-15,2,758.10,0,recommendation
O000553,P1001,U000797,2026-03-15,1,391.02,0,search
O000554,P1001,U001816,2026-03-15,1,399.00,0,search
O000555,P1001,U001963,2026-03-15,1,399.00,0,search
O000556,P1001,U000020,2026-03-15,1,379.05,0,search
O000557,P1002,U001407,2026-03-15,1,799.00,1,campaign
O000558,P1002,U001388,2026-03-15,1,719.10,0,recommendation
O000559,P1002,U002405,2026-03-15,2,1598.00,0,recommendation
O000560,P1002,U002190,2026-03-15,1,719.10,0,search
O000561,P1002,U000435,2026-03-15,1,783.02,0,direct
O000562,P1002,U002146,2026-03-15,1,783.02,0,campaign
O000563,P1002,U002554,2026-03-15,1,799.00,0,campaign
O000564,P1002,U001399,2026-03-15,1,759.05,0,search
O000565,P1002,U000229,2026-03-15,2,1438.20,0,recommendation
O000566,P1003,U001129,2026-03-15,1,449.82,0,search
O000567,P1003,U000554,2026-03-15,1,459.00,0,campaign
O000568,P1003,U002270,2026-03-15,1,436.05,0,campaign
O000569,P1003,U002407,2026-03-15,1,459.00,0,direct
O000570,P1003,U001841,2026-03-15,1,413.10,0,recommendation
O000571,P1003,U000197,2026-03-15,1,449.82,0,search
O000572,P1004,U002518,2026-03-15,1,263.62,0,search
O000573,P1004,U002302,2026-03-15,1,263.62,0,search
O000574,P1004,U001842,2026-03-15,1,263.62,0,recommendation
O000575,P1004,U000659,2026-03-15,1,242.10,0,campaign
O000576,P1004,U002076,2026-03-15,1,255.55,0,campaign
O000577,P1004,U000788,2026-03-15,1,263.62,0,recommendation
O000578,P1005,U000575,2026-03-15,1,129.00,0,search
O000579,P1005,U001171,2026-03-15,1,122.55,0,recommendation
O000580,P1005,U000819,2026-03-15,1,122.55,0,search
O000581,P1005,U001856,2026-03-15,1,116.10,0,campaign
O000582,P1001,U002004,2026-03-16,1,391.02,0,recommendation
O000583,P1001,U001766,2026-03-16,1,399.00,0,recommendation
O000584,P1001,U000119,2026-03-16,1,391.02,0,search
O000585,P1001,U002502,2026-03-16,1,379.05,0,search
O000586,P1001,U002459,2026-03-16,1,391.02,0,search
O000587,P1001,U000077,2026-03-16,1,379.05,0,search
O000588,P1001,U002354,2026-03-16,1,391.02,0,search
O000589,P1001,U001153,2026-03-16,1,399.00,1,recommendation
O000590,P1001,U000253,2026-03-16,1,379.05,0,search
O000591,P1001,U001255,2026-03-16,1,391.02,0,search
O000592,P1001,U000820,2026-03-16,1,399.00,0,recommendation
O000593,P1001,U001227,2026-03-16,2,798.00,0,direct
O000594,P1001,U002318,2026-03-16,1,399.00,0,campaign
O000595,P1002,U002085,2026-03-16,1,783.02,0,direct
O000596,P1002,U000143,2026-03-16,1,759.05,0,direct
O000597,P1002,U002307,2026-03-16,2,1566.04,0,search
O000598,P1002,U001534,2026-03-16,1,783.02,0,search
O000599,P1002,U000686,2026-03-16,1,783.02,0,search
O000600,P1002,U001149,2026-03-16,1,799.00,0,recommendation
O000601,P1002,U002030,2026-03-16,1,799.00,0,campaign
O000602,P1003,U001079,2026-03-16,1,436.05,0,search
O000603,P1003,U002357,2026-03-16,1,459.00,1,recommendation
O000604,P1003,U000520,2026-03-16,1,459.00,0,recommendation
O000605,P1003,U000665,2026-03-16,1,459.00,0,recommendation
O000606,P1003,U002215,2026-03-16,1,436.05,0,search
O000607,P1003,U001603,2026-03-16,1,436.05,0,recommendation
O000608,P1004,U001478,2026-03-16,1,269.00,0,campaign
O000609,P1004,U001771,2026-03-16,1,269.00,0,search
O000610,P1004,U000920,2026-03-16,1,269.00,0,direct
O000611,P1004,U000376,2026-03-16,1,255.55,0,recommendation
O000612,P1004,U001720,2026-03-16,1,255.55,0,campaign
O000613,P1005,U000182,2026-03-16,1,116.10,0,campaign
O000614,P1005,U000658,2026-03-16,1,126.42,0,direct
O000615,P1005,U000381,2026-03-16,1,122.55,0,search
O000616,P1005,U001867,2026-03-16,1,129.00,0,campaign
O000617,P1005,U000618,2026-03-16,1,129.00,0,campaign
O000618,P1001,U001303,2026-03-17,2,782.04,0,campaign
O000619,P1001,U000220,2026-03-17,1,379.05,0,direct
O000620,P1001,U002563,2026-03-17,1,391.02,0,search
O000621,P1001,U000104,2026-03-17,2,798.00,0,search
O000622,P1001,U000250,2026-03-17,2,798.00,0,campaign
O000623,P1001,U002594,2026-03-17,1,379.05,0,recommendation
O000624,P1001,U002097,2026-03-17,1,391.02,0,search
O000625,P1001,U002441,2026-03-17,2,758.10,0,recommendation
O000626,P1001,U001419,2026-03-17,1,399.00,0,search
O000627,P1001,U001804,2026-03-17,1,379.05,0,search
O000628,P1001,U002458,2026-03-17,1,399.00,0,campaign
O000629,P1001,U001821,2026-03-17,1,399.00,0,recommendation
O000630,P1001,U002164,2026-03-17,1,379.05,0,search
O000631,P1001,U002445,2026-03-17,1,391.02,0,search
O000632,P1001,U001327,2026-03-17,1,379.05,0,search
O000633,P1002,U000381,2026-03-17,1,783.02,0,recommendation
O000634,P1002,U000827,2026-03-17,1,799.00,0,search
O000635,P1002,U000272,2026-03-17,1,759.05,0,search
O000636,P1002,U001722,2026-03-17,1,719.10,0,campaign
O000637,P1002,U001655,2026-03-17,1,719.10,0,direct
O000638,P1002,U000083,2026-03-17,1,759.05,0,direct
O000639,P1002,U001907,2026-03-17,1,799.00,0,recommendation
O000640,P1003,U001042,2026-03-17,1,436.05,0,campaign
O000641,P1003,U002027,2026-03-17,1,449.82,0,direct
O000642,P1003,U002278,2026-03-17,1,413.10,0,recommendation
O000643,P1003,U001322,2026-03-17,1,459.00,0,direct
O000644,P1003,U001334,2026-03-17,1,459.00,0,campaign
O000645,P1003,U002496,2026-03-17,1,413.10,0,search
O000646,P1004,U001711,2026-03-17,1,269.00,0,campaign
O000647,P1004,U001443,2026-03-17,1,269.00,0,recommendation
O000648,P1004,U001665,2026-03-17,1,242.10,0,recommendation
O000649,P1004,U001765,2026-03-17,1,255.55,0,search
O000650,P1004,U002283,2026-03-17,1,242.10,0,recommendation
O000651,P1005,U000482,2026-03-17,1,126.42,0,recommendation
O000652,P1005,U002599,2026-03-17,1,116.10,0,campaign
O000653,P1005,U000990,2026-03-17,1,129.00,0,search
O000654,P1005,U002570,2026-03-17,1,116.10,0,direct
O000655,P1005,U001391,2026-03-17,1,126.42,0,campaign
O000656,P1001,U002488,2026-03-18,2,782.04,0,campaign
O000657,P1001,U000155,2026-03-18,1,399.00,0,search
O000658,P1001,U002392,2026-03-18,2,798.00,0,campaign
O000659,P1001,U001448,2026-03-18,2,782.04,1,campaign
O000660,P1001,U000008,2026-03-18,1,399.00,0,direct
O000661,P1001,U001860,2026-03-18,2,798.00,0,search
O000662,P1001,U002032,2026-03-18,1,391.02,0,search
O000663,P1001,U001633,2026-03-18,2,798.00,0,campaign
O000664,P1001,U002115,2026-03-18,1,399.00,0,recommendation
O000665,P1001,U000257,2026-03-18,1,379.05,0,campaign
O000666,P1001,U002026,2026-03-18,1,379.05,0,recommendation
O000667,P1001,U000889,2026-03-18,1,391.02,0,search
O000668,P1001,U002548,2026-03-18,1,399.00,0,search
O000669,P1001,U000522,2026-03-18,1,391.02,0,search
O000670,P1002,U000262,2026-03-18,1,783.02,0,search
O000671,P1002,U002165,2026-03-18,1,759.05,0,recommendation
O000672,P1002,U002318,2026-03-18,1,719.10,0,campaign
O000673,P1002,U001657,2026-03-18,1,799.00,0,direct
O000674,P1002,U000429,2026-03-18,1,799.00,0,direct
O000675,P1002,U000014,2026-03-18,2,1438.20,0,search
O000676,P1002,U001370,2026-03-18,1,759.05,0,search
O000677,P1002,U001452,2026-03-18,1,799.00,0,recommendation
O000678,P1003,U000063,2026-03-18,2,918.00,0,campaign
O000679,P1003,U002421,2026-03-18,1,459.00,0,search
O000680,P1003,U001506,2026-03-18,1,449.82,0,campaign
O000681,P1003,U000717,2026-03-18,1,459.00,0,campaign
O000682,P1003,U001134,2026-03-18,1,449.82,0,campaign
O000683,P1003,U001796,2026-03-18,1,413.10,0,direct
O000684,P1003,U001487,2026-03-18,1,436.05,0,search
O000685,P1004,U001924,2026-03-18,1,269.00,0,campaign
O000686,P1004,U000219,2026-03-18,1,269.00,0,search
O000687,P1004,U000950,2026-03-18,1,263.62,0,search
O000688,P1004,U002149,2026-03-18,1,263.62,0,search
O000689,P1004,U000849,2026-03-18,1,269.00,1,search
O000690,P1004,U001045,2026-03-18,1,263.62,0,search
O000691,P1005,U001380,2026-03-18,1,129.00,0,recommendation
O000692,P1005,U002400,2026-03-18,1,122.55,0,recommendation
O000693,P1005,U002306,2026-03-18,1,129.00,0,search
O000694,P1005,U001337,2026-03-18,1,126.42,0,search
O000695,P1005,U001186,2026-03-18,1,116.10,0,direct
O000696,P1001,U001809,2026-03-19,1,379.05,0,recommendation
O000697,P1001,U000943,2026-03-19,2,758.10,0,search
O000698,P1001,U000568,2026-03-19,1,391.02,0,recommendation
O000699,P1001,U001103,2026-03-19,1,379.05,0,search
O000700,P1001,U000545,2026-03-19,1,391.02,0,campaign
O000701,P1001,U001943,2026-03-19,1,391.02,0,search
O000702,P1001,U002573,2026-03-19,1,391.02,0,direct
O000703,P1001,U000900,2026-03-19,1,391.02,0,campaign
O000704,P1001,U001647,2026-03-19,1,379.05,0,campaign
O000705,P1001,U001477,2026-03-19,1,379.05,0,search
O000706,P1001,U001035,2026-03-19,1,379.05,0,direct
O000707,P1001,U000808,2026-03-19,1,379.05,0,campaign
O000708,P1001,U001236,2026-03-19,2,758.10,0,direct
O000709,P1001,U001687,2026-03-19,1,379.05,0,campaign
O000710,P1002,U000699,2026-03-19,1,759.05,0,search
O000711,P1002,U001976,2026-03-19,1,759.05,0,campaign
O000712,P1002,U000503,2026-03-19,2,1438.20,0,search
O000713,P1002,U000742,2026-03-19,1,759.05,0,campaign
O000714,P1002,U002069,2026-03-19,1,799.00,0,recommendation
O000715,P1002,U001184,2026-03-19,2,1566.04,0,recommendation
O000716,P1002,U000442,2026-03-19,1,719.10,0,search
O000717,P1002,U000644,2026-03-19,1,759.05,0,search
O000718,P1003,U002168,2026-03-19,1,449.82,0,direct
O000719,P1003,U000602,2026-03-19,1,449.82,0,recommendation
O000720,P1003,U001060,2026-03-19,1,413.10,0,recommendation
O000721,P1003,U000634,2026-03-19,1,413.10,0,recommendation
O000722,P1003,U000419,2026-03-19,1,413.10,0,campaign
O000723,P1003,U001368,2026-03-19,1,436.05,0,campaign
O000724,P1004,U001474,2026-03-19,1,255.55,0,campaign
O000725,P1004,U001816,2026-03-19,1,242.10,0,campaign
O000726,P1004,U002064,2026-03-19,1,269.00,0,recommendation
O000727,P1004,U002408,2026-03-19,2,484.20,0,search
O000728,P1004,U000166,2026-03-19,2,484.20,0,recommendation
O000729,P1004,U002127,2026-03-19,1,269.00,0,campaign
O000730,P1005,U001097,2026-03-19,1,122.55,0,campaign
O000731,P1005,U000488,2026-03-19,1,122.55,0,recommendation
O000732,P1005,U001455,2026-03-19,1,126.42,0,recommendation
O000733,P1005,U000584,2026-03-19,1,122.55,0,direct
O000734,P1005,U002001,2026-03-19,1,116.10,0,recommendation
O000735,P1005,U001478,2026-03-19,2,245.10,0,campaign
O000736,P1001,U002203,2026-03-20,1,391.02,0,search
O000737,P1001,U001744,2026-03-20,2,758.10,0,campaign
O000738,P1001,U001579,2026-03-20,1,391.02,0,search
O000739,P1001,U001425,2026-03-20,2,758.10,0,recommendation
O000740,P1001,U002498,2026-03-20,1,399.00,1,search
O000741,P1001,U001354,2026-03-20,1,399.00,0,campaign
O000742,P1001,U001439,2026-03-20,1,379.05,0,recommendation
O000743,P1001,U000582,2026-03-20,1,379.05,0,search
O000744,P1001,U000221,2026-03-20,1,391.02,0,search
O000745,P1001,U000223,2026-03-20,1,379.05,0,search
O000746,P1001,U000842,2026-03-20,1,391.02,0,search
O000747,P1001,U000256,2026-03-20,1,399.00,0,recommendation
O000748,P1001,U002506,2026-03-20,1,379.05,0,search
O000749,P1001,U000735,2026-03-20,1,391.02,0,search
O000750,P1001,U000645,2026-03-20,1,379.05,0,direct
O000751,P1002,U001871,2026-03-20,1,799.00,0,recommendation
O000752,P1002,U002334,2026-03-20,1,783.02,0,search
O000753,P1002,U001295,2026-03-20,1,783.02,0,recommendation
O000754,P1002,U001531,2026-03-20,1,783.02,0,search
O000755,P1002,U000807,2026-03-20,1,759.05,0,campaign
O000756,P1002,U000645,2026-03-20,2,1598.00,0,recommendation
O000757,P1002,U002191,2026-03-20,2,1598.00,0,search
O000758,P1003,U001696,2026-03-20,1,436.05,0,recommendation
O000759,P1003,U001576,2026-03-20,1,413.10,0,search
O000760,P1003,U001866,2026-03-20,1,459.00,0,direct
O000761,P1003,U002584,2026-03-20,1,459.00,1,search
O000762,P1003,U001894,2026-03-20,1,413.10,0,search
O000763,P1003,U002415,2026-03-20,1,449.82,0,recommendation
O000764,P1004,U000240,2026-03-20,1,255.55,0,recommendation
O000765,P1004,U001372,2026-03-20,1,263.62,0,search
O000766,P1004,U002211,2026-03-20,1,269.00,0,recommendation
O000767,P1004,U000542,2026-03-20,1,269.00,0,recommendation
O000768,P1004,U001629,2026-03-20,1,263.62,0,recommendation
O000769,P1004,U001084,2026-03-20,1,242.10,0,campaign
O000770,P1004,U000747,2026-03-20,1,255.55,0,recommendation
O000771,P1005,U000058,2026-03-20,1,122.55,0,recommendation
O000772,P1005,U000679,2026-03-20,1,126.42,0,campaign
O000773,P1005,U001093,2026-03-20,1,116.10,0,campaign
O000774,P1005,U001372,2026-03-20,1,126.42,0,recommendation
O000775,P1005,U001631,2026-03-20,1,126.42,0,recommendation
O000776,P1005,U001707,2026-03-20,1,126.42,0,direct
O000777,P1001,U002150,2026-03-21,1,399.00,0,search
O000778,P1001,U001521,2026-03-21,2,758.10,0,direct
O000779,P1001,U001975,2026-03-21,1,391.02,0,direct
O000780,P1001,U000180,2026-03-21,2,758.10,0,search
O000781,P1001,U002026,2026-03-21,1,379.05,0,search
O000782,P1001,U000919,2026-03-21,1,379.05,0,recommendation
O000783,P1001,U000854,2026-03-21,2,798.00,0,search
O000784,P1001,U002392,2026-03-21,1,399.00,0,recommendation
O000785,P1001,U000833,2026-03-21,1,379.05,0,search
O000786,P1001,U000371,2026-03-21,1,391.02,0,campaign
O000787,P1001,U002249,2026-03-21,2,782.04,0,campaign
O000788,P1001,U000912,2026-03-21,1,379.05,0,recommendation
O000789,P1001,U001261,2026-03-21,1,399.00,0,recommendation
O000790,P1001,U000075,2026-03-21,1,391.02,0,search
O000791,P1001,U000774,2026-03-21,1,399.00,0,search
O000792,P1002,U002355,2026-03-21,1,799.00,0,direct
O000793,P1002,U000687,2026-03-21,1,759.05,0,search
O000794,P1002,U001576,2026-03-21,2,1566.04,0,campaign
O000795,P1002,U001135,2026-03-21,1,799.00,0,recommendation
O000796,P1002,U002561,2026-03-21,1,719.10,0,campaign
O000797,P1002,U001347,2026-03-21,1,799.00,0,search
O000798,P1002,U001388,2026-03-21,1,799.00,0,search
O000799,P1003,U002513,2026-03-21,1,436.05,0,search
O000800,P1003,U001238,2026-03-21,1,413.10,0,recommendation
O000801,P1003,U001643,2026-03-21,2,826.20,0,search
O000802,P1003,U001390,2026-03-21,1,459.00,0,campaign
O000803,P1003,U002550,2026-03-21,1,413.10,0,search
O000804,P1003,U001490,2026-03-21,1,413.10,0,search
O000805,P1003,U001014,2026-03-21,1,449.82,0,recommendation
O000806,P1004,U002560,2026-03-21,1,263.62,0,search
O000807,P1004,U001184,2026-03-21,1,269.00,0,recommendation
O000808,P1004,U001558,2026-03-21,1,242.10,0,search
O000809,P1004,U000132,2026-03-21,1,255.55,0,campaign
O000810,P1004,U002138,2026-03-21,1,255.55,0,recommendation
O000811,P1005,U002092,2026-03-21,2,252.84,0,recommendation
O000812,P1005,U001123,2026-03-21,1,116.10,0,direct
O000813,P1005,U002184,2026-03-21,2,252.84,0,search
O000814,P1005,U001614,2026-03-21,1,129.00,0,search
O000815,P1005,U001236,2026-03-21,1,122.55,0,direct
O000816,P1001,U000415,2026-03-22,1,379.05,0,direct
O000817,P1001,U001900,2026-03-22,1,379.05,0,search
O000818,P1001,U000192,2026-03-22,1,391.02,0,direct
O000819,P1001,U001853,2026-03-22,1,391.02,0,search
O000820,P1001,U000331,2026-03-22,1,391.02,0,recommendation
O000821,P1001,U002270,2026-03-22,1,391.02,0,recommendation
O000822,P1001,U001365,2026-03-22,1,391.02,0,search
O000823,P1001,U000962,2026-03-22,1,379.05,0,recommendation
O000824,P1001,U000395,2026-03-22,1,391.02,0,direct
O000825,P1001,U000680,2026-03-22,1,379.05,1,direct
O000826,P1001,U002454,2026-03-22,1,379.05,0,recommendation
O000827,P1001,U001391,2026-03-22,1,379.05,0,search
O000828,P1001,U002302,2026-03-22,2,798.00,0,recommendation
O000829,P1001,U001652,2026-03-22,1,379.05,0,search
O000830,P1001,U001454,2026-03-22,1,379.05,0,recommendation
O000831,P1001,U000859,2026-03-22,1,379.05,0,search
O000832,P1002,U000749,2026-03-22,1,799.00,1,recommendation
O000833,P1002,U002038,2026-03-22,1,783.02,0,recommendation
O000834,P1002,U001381,2026-03-22,1,783.02,0,campaign
O000835,P1002,U001423,2026-03-22,1,783.02,0,search
O000836,P1002,U002506,2026-03-22,1,719.10,0,search
O000837,P1002,U001041,2026-03-22,1,719.10,0,campaign
O000838,P1002,U000114,2026-03-22,1,799.00,0,recommendation
O000839,P1002,U002430,2026-03-22,1,783.02,1,campaign
O000840,P1002,U000482,2026-03-22,1,759.05,1,direct
O000841,P1003,U000636,2026-03-22,1,436.05,1,recommendation
O000842,P1003,U001515,2026-03-22,2,826.20,0,search
O000843,P1003,U002507,2026-03-22,1,459.00,0,campaign
O000844,P1003,U001726,2026-03-22,1,436.05,0,campaign
O000845,P1003,U002044,2026-03-22,1,436.05,0,search
O000846,P1003,U002030,2026-03-22,1,436.05,0,search
O000847,P1004,U001503,2026-03-22,2,511.10,0,recommendation
O000848,P1004,U000444,2026-03-22,1,255.55,0,recommendation
O000849,P1004,U001665,2026-03-22,1,269.00,0,search
O000850,P1004,U000230,2026-03-22,1,242.10,0,direct
O000851,P1004,U001585,2026-03-22,1,255.55,0,search
O000852,P1004,U000182,2026-03-22,1,269.00,0,recommendation
O000853,P1005,U000341,2026-03-22,2,245.10,0,direct
O000854,P1005,U001134,2026-03-22,1,116.10,0,campaign
O000855,P1005,U000343,2026-03-22,1,126.42,0,search
O000856,P1005,U000284,2026-03-22,1,122.55,0,search
O000857,P1001,U000173,2026-03-23,1,399.00,0,search
O000858,P1001,U002389,2026-03-23,1,379.05,0,campaign
O000859,P1001,U001206,2026-03-23,1,379.05,0,direct
O000860,P1001,U001250,2026-03-23,1,379.05,0,recommendation
O000861,P1001,U000206,2026-03-23,1,391.02,0,campaign
O000862,P1001,U002454,2026-03-23,1,391.02,1,search
O000863,P1001,U000842,2026-03-23,1,391.02,0,campaign
O000864,P1001,U001556,2026-03-23,1,391.02,0,recommendation
O000865,P1001,U000142,2026-03-23,1,379.05,0,search
O000866,P1001,U000916,2026-03-23,2,782.04,1,search
O000867,P1001,U001348,2026-03-23,1,379.05,0,search
O000868,P1001,U002272,2026-03-23,1,379.05,0,search
O000869,P1001,U001233,2026-03-23,1,399.00,0,search
O000870,P1002,U002173,2026-03-23,1,799.00,0,recommendation
O000871,P1002,U001848,2026-03-23,1,759.05,0,search
O000872,P1002,U001934,2026-03-23,1,783.02,0,campaign
O000873,P1002,U002069,2026-03-23,1,799.00,0,search
O000874,P1002,U001587,2026-03-23,1,719.10,0,search
O000875,P1002,U000184,2026-03-23,1,783.02,0,campaign
O000876,P1002,U000674,2026-03-23,1,799.00,0,campaign
O000877,P1003,U000008,2026-03-23,1,436.05,0,recommendation
O000878,P1003,U002454,2026-03-23,2,872.10,0,search
O000879,P1003,U002541,2026-03-23,1,449.82,0,direct
O000880,P1003,U001509,2026-03-23,1,459.00,0,search
O000881,P1003,U000983,2026-03-23,1,413.10,0,campaign
O000882,P1003,U001217,2026-03-23,1,449.82,0,search
O000883,P1004,U000011,2026-03-23,1,263.62,0,recommendation
O000884,P1004,U001011,2026-03-23,1,242.10,0,search
O000885,P1004,U001147,2026-03-23,1,269.00,0,search
O000886,P1004,U001103,2026-03-23,1,263.62,0,campaign
O000887,P1005,U000469,2026-03-23,1,122.55,0,recommendation
O000888,P1005,U001161,2026-03-23,1,122.55,0,recommendation
O000889,P1005,U001033,2026-03-23,1,116.10,0,recommendation
O000890,P1005,U001483,2026-03-23,1,129.00,0,search
O000891,P1005,U000376,2026-03-23,1,129.00,0,recommendation
O000892,P1001,U001714,2026-03-24,1,379.05,0,search
O000893,P1001,U000736,2026-03-24,1,379.05,0,search
O000894,P1001,U000768,2026-03-24,1,399.00,0,recommendation
O000895,P1001,U000268,2026-03-24,1,399.00,0,search
O000896,P1001,U001251,2026-03-24,1,379.05,0,search
O000897,P1001,U001436,2026-03-24,1,379.05,0,recommendation
O000898,P1001,U001897,2026-03-24,1,391.02,0,search
O000899,P1001,U000710,2026-03-24,1,391.02,0,campaign
O000900,P1001,U002206,2026-03-24,1,379.05,0,search
O000901,P1001,U000764,2026-03-24,1,379.05,0,search
O000902,P1001,U001186,2026-03-24,1,399.00,0,recommendation
O000903,P1001,U000277,2026-03-24,1,379.05,0,campaign
O000904,P1001,U000240,2026-03-24,1,379.05,0,search
O000905,P1002,U002469,2026-03-24,2,1438.20,0,campaign
O000906,P1002,U000614,2026-03-24,1,799.00,0,search
O000907,P1002,U001137,2026-03-24,1,759.05,0,search
O000908,P1002,U002238,2026-03-24,1,759.05,1,search
O000909,P1002,U002408,2026-03-24,1,719.10,0,campaign
O000910,P1002,U002417,2026-03-24,1,719.10,0,search
O000911,P1002,U001989,2026-03-24,1,783.02,0,campaign
O000912,P1002,U001859,2026-03-24,1,719.10,0,search
O000913,P1003,U001365,2026-03-24,1,413.10,1,recommendation
O000914,P1003,U000028,2026-03-24,1,459.00,0,recommendation
O000915,P1003,U001750,2026-03-24,1,413.10,0,search
O000916,P1003,U001932,2026-03-24,1,436.05,0,search
